;; @T(#) @T(#)
;;
;; GENERATE_EDE_TEMPLATES version 2.35 (June 3, 1999)
;; PREPROCESS_1949_DATABASE version 2.3 (June 3, 1999)
;;
;;
;;
;; Point pair table: pptable1
;;
pptable1
;;
;;
;; Point pair table: pptable132
;;
pptable132
	DBL 0.00000000000000	DBL 399.422222222115
	DBL 15.0000000000000	DBL 353.004722222078
	DBL 24.0000000000000	DBL 335.993111110953
	DBL 34.0000000000000	DBL 323.788333333166
	DBL 44.0000000000000	DBL 314.827777777603
	DBL 56.0000000000000	DBL 306.380888888707
	DBL 72.0000000000000	DBL 297.329999999811
	DBL 91.0000000000000	DBL 288.427611110915
	DBL 110.000000000000	DBL 280.621666666465
	DBL 147.000000000000	DBL 266.551777777564
	DBL 180.000000000000	DBL 253.172222221998
	DBL 198.000000000000	DBL 244.257555555324
	DBL 215.000000000000	DBL 232.869888888649
	DBL 229.000000000000	DBL 216.403211110858
	DBL 235.000000000000	DBL 199.402805555289
	DBL 255.000000000000	DBL 32.9758333329332
	END
;;
;;
;; Point pair table: pptable133
;;
pptable133
	DBL 0.00000000000000	DBL 398.255555555448
	DBL 31.0000000000000	DBL 349.850261110964
	DBL 41.0000000000000	DBL 339.185066666511
	DBL 48.0000000000000	DBL 333.210888888729
	DBL 56.0000000000000	DBL 327.359155555391
	DBL 64.0000000000000	DBL 322.252711110942
	DBL 76.0000000000000	DBL 315.575711110937
	DBL 91.0000000000000	DBL 308.370466666487
	DBL 110.000000000000	DBL 300.394388888703
	DBL 126.000000000000	DBL 294.287822222031
